RAW NG Title,Print Label Title,MES Title,MES Code,TRAY,Group,AB Rule,;; Update : 2018.01.22 (Tray 0=R/J 1=Bin2)(AB Rule 0=R/J 1=AB)
(POC2)Mask Stain Other,(POC2)Mask Stain Other,Mask Stain Other,USU06,1,,1
FT)O-Vertical Line,FT)O-Vertical Line,FT)O-Vertical Line,USO17,1,,1
FT)S-Vertical Line,FT)S-Vertical Line,FT)S-Vertical Line,USO16,1,,1
FAB)High Dot Over,FAB)High Dot Over,High Dot Over,USD01,1,,1
TIMEOUT_COMPENSATION,TIMEOUT_COMPENSATION,Vision Error,USU34,1,,1
(N)(POC2)Abnormal Color,(N)(POC2)Abnormal Color,FT)Abnormal Display,USF43,1,,1
(NO_POC)VL Stain,(NO_POC)VL Stain,VL Stain,USU16,1,,1
FT)UB Shrinkage,FT)UB Shrinkage,FT)UB Shrinkage,USS27,1,,1
(NO_POC)W-Spot,(NO_POC)W-Spot,W-Spot,USU26,1,,1
MCD Bright Line,MCD Bright Line,MCD Bright Line,USS33,1,,1
Panel Visual Others,Panel Visual Others,Panel Stain Others,USU19,1,,1
FAB)Low gradation HIGH,FAB)Low gradation HIGH,Low gradation HIGH,USD15,1,,1
FAB)Off Dot Over,FAB)Off Dot Over,Off Dot Over,USD07,1,,1
FT)Abnormal Display,FT)Abnormal Display,FT)Abnormal Display,USF43,1,,1
MCD No dark line,MCD No dark line,MCD 불량,USU30,1,,1
(NO_POC)HL Stain,(NO_POC)HL Stain,HL Stain,USU15,1,,1
(POC1)HL Stain,(POC1)HL Stain,HL Stain,USU15,1,,1
POL Dropping,POL Dropping,POL Spear,USP04,1,,1
(NO_POC)Spin Stain,(NO_POC)Spin Stain,Spin Stain,USU08,1,,1
FT)TFE Ptt,FT)TFE Ptt,FT)TFE Ptt,USS28,1,,1
FAB)Off Dot Contigaity,FAB)Off Dot Contigaity,Off Dot Over,USD07,1,,1
FAB)High Off Contigaity,FAB)High Off Contigaity,High Off Contigaity,USD06,1,,1
POL  Dent,POL  Dent,POL Spear,USP04,1,,1
(POC1)Spin Stain,(POC1)Spin Stain,Spin Stain,USU08,1,,1
EDGELINE,EDGELINE,TSP Lami A/M,USM9,1,,1
Lami Bubble,Lami Bubble,Lami Bubble,USW12,1,,1
FAB)OL Stain,FAB)OL Stain,OL Stain,USU17,1,,1
FAB)Water Stain,FAB)Water Stain,Water Stain,USU18,1,,1
FAB)ALPM defect,FAB)ALPM defect,ALPM Defect,USL11,1,,1
Horizontal Line(MOD),Horizontal Line(MOD),Horizontal Line,USO01,1,,1
FAB)Off Dot Neraing,FAB)Off Dot Neraing,Off Dot Neraing,USD09,1,,1
Lami Others,Lami Others,Lami Others,USW15,1,,1
(POC1)W-Spot,(POC1)W-Spot,W-Spot,USU26,1,,1
FAB)ZEBRA,FAB)ZEBRA,ZEBRA Defect,USL10,1,,1
TIMEOUT_MTP_OPTIC,TIMEOUT_MTP_OPTIC,MTP Time Over,USF08,1,,1
OCA squashed,OCA squashed,OCA 뜯김,USW23,1,,1
TSP Lami Bubble,TSP Lami Bubble,TSP Lami Bubble,USM6,1,,1
FAB)Scan Current,FAB)Scan Current,Scan Current,USU02,1,,1
INSP_NO_NAME,INSP_NO_NAME,Vision Error,USU34,1,,1
Oblique Line Panel Crack,Oblique Line Panel Crack,OL Stain,USU17,1,,1
Oblique line Panel Crack ,Oblique line Panel Crack ,OL Stain,USU17,1,,1
TSP Alien,TSP Alien,TSP Alien,UST04,1,,1
TSP Lami Others,TSP Lami Others,TSP Lami Others,USM7,1,,1
POL Discolor,POL Discolor,POL Discolor,USE17,1,,1
TSP Lami Pressing defect,TSP Lami Pressing defect,TSP Lami Pressing defect,USM11,1,,1
TSP Lami Alien,TSP Lami Alien,TSP Lami Alien,USM5,1,,1
TSP CM GAP (CMAMB),TSP CM GAP (CMAMB),TSP CM GAP,UST92,1,,1
FAB)Mask Stain Other,FAB)Mask Stain Other,Mask Stain Other,USU06,1,,1
TSP CM OVER (CMAMB),TSP CM OVER (CMAMB),TSP CM OVER,UST90,1,,1
TSP COM CMD NG (TSP NOT FOUND!),TSP COM CMD NG (TSP NOT FOUND!),TSP COM CMD NG,UST115,1,,1
TSP COM CMD NG (Vsync),TSP COM CMD NG (Vsync),TSP COM CMD NG,UST115,1,,1
FAB)Abnormal Color,FAB)Abnormal Color,Abnormal Color,USU09,1,,1
TSP COM CMD NG (AFE Calibration Fail),TSP COM CMD NG (AFE Calibration Fail),TSP COM CMD NG,UST115,1,,1
TSP CM GAP (CM_2),TSP CM GAP (CM_2),TSP CM GAP,UST92,1,,1
HLPM_CURRENT_NG,HLPM_CURRENT_NG,i_bat Current,USF15,1,,1
TSP COM INT NG (LOW),TSP COM INT NG (LOW),TSP COM INT NG,UST112,1,,1
FORCE CM OVER (FORCE_DRAW_1),FORCE CM OVER (FORCE_DRAW_1),FORCE CM OVER,UST130,1,,1
O-Vertical Line,O-Vertical Line,FT)O-Vertical Line,USO17,1,,1
FORCE CB OVER (FORCE_CB),FORCE CB OVER (FORCE_CB),FORCE CB OVER,UST123,1,,1
TSP CM ALL (CM),TSP CM ALL (CM),TSP CM ALL,UST94,1,,1
TSP COM I2C FAIL (READ),TSP COM I2C FAIL (READ),TSP COM I2C FAIL,UST110,1,,1
FORCE CB ALL (FORCE_CB),FORCE CB ALL (FORCE_CB),FORCE CB ALL,UST127,1,,1
POL MCR MARK,POL MCR MARK,POL MCR MARK不,USP08,1,,1
OTP_REG_NG,OTP_REG_NG,MTP ID NG,USF07,1,,1
OPT_REG_NG,OPT_REG_NG,MTP ID NG,USF07,1,,1
S-Vertical Line,S-Vertical Line,FT)S-Vertical Line,USO16,1,,1
FORCE CM OVER (FORCE_DRAW_2),FORCE CM OVER (FORCE_DRAW_2),FORCE CM OVER,UST130,1,,1
FORCE CM OPEN (FORCE_DRAW_1),FORCE CM OPEN (FORCE_DRAW_1),FORCE CM OPEN,UST129,1,,1
TSP CM BAND (CM),TSP CM BAND (CM),TSP CM BAND,UST91,1,,1
TSP CM M-M (CM_2),TSP CM M-M (CM_2),TSP CM M-M,UST93,1,,1
TSP CM OVER (CM),TSP CM OVER (CM),TSP CM OVER,UST90,1,,1
FORCE CB M-M (FORCE_CB),FORCE CB M-M (FORCE_CB),FORCE CB M-M,UST126,1,,1
TSP CM GAP (CM),TSP CM GAP (CM),TSP CM GAP,UST92,1,,1
TSP CB OVER (TX_CSR_P2P_GAP),TSP CB OVER (TX_CSR_P2P_GAP),TSP CB OVER,UST99,1,,1
TSP SELF FAIL (SHORT FAIL),TSP SELF FAIL (SHORT FAIL),TSP SELF FAIL,UST107,1,,1
TSP CM OPEN (CM),TSP CM OPEN (CM),TSP CM OPEN,UST89,1,,1
FORCE CB ALL (FORCE_NOI_H),FORCE CB ALL (FORCE_NOI_H),FORCE CB ALL,UST127,1,,1
TSP COM I2C FAIL (WRITE),TSP COM I2C FAIL (WRITE),TSP COM I2C FAIL,UST110,1,,1
TSP CM OPEN (CMSET),TSP CM OPEN (CMSET),TSP CM OPEN,UST89,1,,1
FORCE_START1_BEF_TIME_OUT,FORCE_START1_BEF_TIME_OUT,FORCE TOUCH FAIL,UST137,1,,1
TSP CB ALL (TX_CB),TSP CB ALL (TX_CB),TSP CB ALL,UST103,1,,1
FORCE_START3_AFT_TIME_OUT,FORCE_START3_AFT_TIME_OUT,FORCE TOUCH FAIL,UST137,1,,1
TSP CM M-M (CM),TSP CM M-M (CM),TSP CM M-M,UST93,1,,1
TSP COM VERSION NG (IMG Ver)( W0x10170116 : R0x10170112 ),TSP COM VERSION NG (IMG Ver)( W0x10170116 : R0x10170112 ),TSP COM VERSION NG,UST111,1,,1
TSP COM VERSION NG (IMG Ver)( W0x10170116 : R0x10170101 ),TSP COM VERSION NG (IMG Ver)( W0x10170116 : R0x10170101 ),TSP COM VERSION NG,UST111,1,,1
TSP CB M-M (RX_CB),TSP CB M-M (RX_CB),TSP CB M-M,UST102,1,,1
FAB)Data Block,FAB)Data Block,Data Block,USL08,1,,1
FORCE CB OVER (FORCE_NOI_H),FORCE CB OVER (FORCE_NOI_H),FORCE CB OVER,UST123,1,,1
TSP CM ALL (FORCE_NOI_LOW),TSP CM ALL (FORCE_NOI_LOW),TSP CM ALL,UST94,1,,1
TSP CB OVER (RX_CSR_P2P_GAP),TSP CB OVER (RX_CSR_P2P_GAP),TSP CB OVER,UST99,1,,1
TSP COM CMD NG (GCal.Complete Fail),TSP COM CMD NG (GCal.Complete Fail),TSP COM CMD NG,UST115,1,,1
TSP CM BAND (CMSET),TSP CM BAND (CMSET),TSP CM BAND,UST91,1,,1
FORCE_START1_AFT_TIME_OUT,FORCE_START1_AFT_TIME_OUT,FORCE TOUCH FAIL,UST137,1,,1
TSP CM M-M (CMSET),TSP CM M-M (CMSET),TSP CM M-M,UST93,1,,1
TSP Lami Dent,TSP Lami Dent,TSP Lami Spear,USM1,1,,1
HLPM_CURRENT_TIME_OUT,HLPM_CURRENT_TIME_OUT,CURRENT TIME OUT,USF67,1,,1
FORCE_START3_BEF_TIME_OUT,FORCE_START3_BEF_TIME_OUT,FORCE TOUCH FAIL,UST137,1,,1
FORCE_START2_AFT_TIME_OUT,FORCE_START2_AFT_TIME_OUT,FORCE TOUCH FAIL,UST137,1,,1
TSP COM VERSION NG (IMG Ver)( W0x10170116 : R0xffffffff ),TSP COM VERSION NG (IMG Ver)( W0x10170116 : R0xffffffff ),TSP COM VERSION NG,UST111,1,,1
TSP CB OPEN (RX_CB),TSP CB OPEN (RX_CB),TSP CB OPEN,UST98,1,,1
TSP CB OPEN (TX_CB),TSP CB OPEN (TX_CB),TSP CB OPEN,UST98,1,,1
TSP CM JITTER(NOI_L),TSP CM JITTER(NOI_L),TSP CM JITTER,UST97,1,,1
TSP CM BAND (WATER_RX_RAW),TSP CM BAND (WATER_RX_RAW),TSP CM BAND,UST91,1,,1
TSP CM BAND (LPA_CX2),TSP CM BAND (LPA_CX2),TSP CM BAND,UST91,1,,1
FORCE CM BAND (FORCE_SIX_TOTAL),FORCE CM BAND (FORCE_SIX_TOTAL),FORCE CM BAND,UST131,1,,1
TSP CM M-M (RAW),TSP CM M-M (RAW),TSP CM M-M,UST93,1,,1
TSP CM OPEN (LPA_CX2),TSP CM OPEN (LPA_CX2),TSP CM OPEN,UST89,1,,1
FORCE CM ALL (FORCE_SIX_TOTAL),FORCE CM ALL (FORCE_SIX_TOTAL),FORCE CM ALL,UST134,1,,1
FORCE CM BAND (FORCE_JIT_CH2),FORCE CM BAND (FORCE_JIT_CH2),FORCE CM BAND,UST131,1,,1
TSP CM GAP (LPA_GPA),TSP CM GAP (LPA_GPA),TSP CM GAP,UST92,1,,1
FORCE CM BAND (FORCE_JIT),FORCE CM BAND (FORCE_JIT),FORCE CM BAND,UST131,1,,1
TSP CM OPEN (RAW),TSP CM OPEN (RAW),TSP CM OPEN,UST89,1,,1
ITO FORCE_SHRT_FORCE FAIL (18),ITO FORCE_SHRT_FORCE FAIL (18),TSP SELF FAIL,UST107,1,,1
TSP CM BAND (FORCE_JIT_CH2),TSP CM BAND (FORCE_JIT_CH2),TSP CM BAND,UST91,1,,1
TSP CM ALL (FORCE_SIX_TOTAL),TSP CM ALL (FORCE_SIX_TOTAL),TSP CM ALL,UST94,1,,1
FORCE CM BAND (FORCE_RAW),FORCE CM BAND (FORCE_RAW),FORCE CM BAND,UST131,1,,1
ITO FORCE_SHRT_FORCE FAIL (19),ITO FORCE_SHRT_FORCE FAIL (19),TSP SELF FAIL,UST107,1,,1
FORCE CM ALL (FORCE_JIT),FORCE CM ALL (FORCE_JIT),FORCE CM ALL,UST134,1,,1
INT PIN (OFF),INT PIN (OFF),TSP COM INT NG,UST112,1,,1
TSP CM BAND (FORCE_SIX_TOTAL),TSP CM BAND (FORCE_SIX_TOTAL),TSP CM BAND,UST91,1,,1
TSP CM ALL (LPA_CX2),TSP CM ALL (LPA_CX2),TSP CM ALL,UST94,1,,1
TSP CM BAND (SIX_TX_TOTAL),TSP CM BAND (SIX_TX_TOTAL),TSP CM BAND,UST91,1,,1
TSP CM BAND (FORCE_JIT),TSP CM BAND (FORCE_JIT),TSP CM BAND,UST91,1,,1
FORCE CM ALL (FORCE_JIT_CH2),FORCE CM ALL (FORCE_JIT_CH2),FORCE CM ALL,UST134,1,,1
TSP CM ALL (SIX_TX_TOTAL),TSP CM ALL (SIX_TX_TOTAL),TSP CM ALL,UST94,1,,1
TSP CM ALL (FORCE_RAW),TSP CM ALL (FORCE_RAW),TSP CM ALL,UST94,1,,1
TSP CM BAND (FORCE_RAW),TSP CM BAND (FORCE_RAW),TSP CM BAND,UST91,1,,1
TSP CM BAND (RAW),TSP CM BAND (RAW),TSP CM BAND,UST91,1,,1
TSP CM OVER (RAW),TSP CM OVER (RAW),TSP CM OVER,UST90,1,,1
TSP CM OVER (JITTER),TSP CM OVER (JITTER),TSP CM OVER,UST90,1,,1
TSP CM BAND (WATER_TX_RAW),TSP CM BAND (WATER_TX_RAW),TSP CM BAND,UST91,1,,1
TSP CM ALL (SIX_RX_TOTAL),TSP CM ALL (SIX_RX_TOTAL),TSP CM ALL,UST94,1,,1
FORCE CM ALL (FORCE_RAW),FORCE CM ALL (FORCE_RAW),FORCE CM ALL,UST134,1,,1
FORCE TOUCH FAIL (TOL MAX OVER),FORCE TOUCH FAIL (TOL MAX OVER),FORCE TOUCH FAIL,UST137,1,,1
COLOR_AREA ERROR,COLOR_AREA ERROR,MTP MPCD,USU11,1,,1
MIN_MPCD_SPEC_OVER,MIN_MPCD_SPEC_OVER,Vision Error,USU34,1,,1
MTP_LOG_READING_FAIL_SDC,MTP_LOG_READING_FAIL_SDC,MTP Time Over,USF08,1,,1
Mtp ID Check Time Over,Mtp ID Check Time Over,MTP Time Over,USF08,1,,1
COLOR_LOG_READING_FAIL,COLOR_LOG_READING_FAIL,Vision Error,USU34,1,,1
MTP_Data_Empty,MTP_Data_Empty,MTP Time Over,USF08,1,,1
WRONG_MODEL_NAME,WRONG_MODEL_NAME,Cell Mixing,USE01,1,,1
Cell Mixing,Cell Mixing,Cell Mixing,USE01,1,,1
UniATS_FB_NG,UniATS_FB_NG,Vision Error,USU34,1,,1
Beneath Hill,Beneath Hill,Beneath Hill,USU35,1,,1
SKIP_B_ZONE_EMPTY,SKIP_B_ZONE_EMPTY,Vision Error,USU34,1,,1
Window Dent,Window Dent,Window Suppress,USW35,1,,1
POC DEFECT NAME EMPTY,POC DEFECT NAME EMPTY,Vision Error,USU34,1,,1
TSP_TIME_OUT,TSP_TIME_OUT,TSP COM CMD NG,UST115,1,,1
CONTACT_NG,CONTACT_NG,FT)No Display,USF44,1,,1
TSP Spot,TSP Spot,TSP Spot,UST30,1,,1
OPTION_CHECK1_NG,OPTION_CHECK1_NG,ICT,USC08,1,,1
OPTION_CHECK1 NG,OPTION_CHECK1 NG,ICT,USC08,1,,1
WHITE_CURRENT_TIME_OUT,WHITE_CURRENT_TIME_OUT,CURRENT TIME OUT,USF67,1,,1
FORCE CB ALL (FORCE_RAW),FORCE CB ALL (FORCE_RAW),FORCE CB ALL,UST127,1,,1
TSP CB M-M (TX_CSR_P2P_GAP),TSP CB M-M (TX_CSR_P2P_GAP),TSP CB M-M,UST102,1,,1
TSP PF Miss,TSP PF Miss,TSP PF Miss,USM2,1,,1
OPTION_CHECK1_TIME_OUT,OPTION_CHECK1_TIME_OUT,ICT,USC08,1,,1
Panel PF Defect,Panel PF Defect,Panel PF Defect,USS35,1,,1
IC Version NG,IC Version NG,IC Version NG,USO54,1,,1
POC No Data,POC No Data,POC No Data,USO55,1,,1
Cu GND NG,Cu GND NG,Cu GND NG,USF58,1,,1
CU GND NG,CU GND NG,Cu GND NG,USF58,1,,1
Cu GND,Cu GND,Cu GND NG,USF58,1,,1
CU GND,CU GND,Cu GND NG,USF58,1,,1
TSP_CHECK TIME OUT,TSP_CHECK TIME OUT,TSP COM CMD NG,UST115,1,,1
TSP_START TIME OUT,TSP_START TIME OUT,TSP COM CMD NG,UST115,1,,1
MTP_WRITE TIME OUT,MTP_WRITE TIME OUT,MTP Time Over,USF08,1,,1
EVT_VERSION_CHECK NG,EVT_VERSION_CHECK NG,IC Version NG,USO54,1,,1
EVT_VERSION_CHECK TIME OUT,EVT_VERSION_CHECK TIME OUT,IC Version NG,USO54,1,,1
OPTIC_CHECK_AFT_P NG,OPTIC_CHECK_AFT_P NG,MTP Time Over,USF08,1,,1
OPTIC_CHECK_AFT_P TIME OUT,OPTIC_CHECK_AFT_P TIME OUT,MTP Time Over,USF08,1,,1
OPTIC_CHECK_NORMAL NG,OPTIC_CHECK_NORMAL NG,MTP Time Over,USF08,1,,1
OPTIC_CHECK_NORMAL TIME OUT,OPTIC_CHECK_NORMAL TIME OUT,MTP Time Over,USF08,1,,1
OPTIC_CHECK_PRESCALE NG,OPTIC_CHECK_PRESCALE NG,MTP Time Over,USF08,1,,1
OPTIC_CHECK_PRESCALE TIME OUT,OPTIC_CHECK_PRESCALE TIME OUT,MTP Time Over,USF08,1,,1
MTP_VERIFY NG,MTP_VERIFY NG,MTP Time Over,USF08,1,,1
MTP_VERIFY TIME OUT,MTP_VERIFY TIME OUT,MTP Time Over,USF08,1,,1
OTP_COUNT_MAX,OTP_COUNT_MAX,MTP Time Over,USF08,1,,1
FORCE_START1_AFT_TIME_OUT,FORCE_START1_AFT_TIME_OUT,FORCE TOUCH FAIL,UST137,1,,1
FORCE_START1_BEF_TIME_OUT,FORCE_START1_BEF_TIME_OUT,FORCE TOUCH FAIL,UST137,1,,1
FORCE_START2_AFT_TIME_OUT,FORCE_START2_AFT_TIME_OUT,FORCE TOUCH FAIL,UST137,1,,1
FORCE_START2_BEF_TIME_OUT,FORCE_START2_BEF_TIME_OUT,FORCE TOUCH FAIL,UST137,1,,1
FORCE_START3_AFT_TIME_OUT,FORCE_START3_AFT_TIME_OUT,FORCE TOUCH FAIL,UST137,1,,1
FORCE_START3_BEF_TIME_OUT,FORCE_START3_BEF_TIME_OUT,FORCE TOUCH FAIL,UST137,1,,1
OTP_COUNT_MAX NG,OTP_COUNT_MAX NG,MTP Time Over,USF08,1,,1
 Window stain, Window stain,Window Spot,USW02,1,,1
Window stain,Window stain,Window Spot,USW02,1,,1
E-Vertical Line,E-Vertical Line,E-Vertical Line,USO02,1,,1
WHITE_CURRENT_CHECK_NG,WHITE_CURRENT_CHECK_NG,i_bat Current,USF15,1,,1
CELL LOADING NG,CELL LOADING NG,FT)No Display,USF44,1,,1
CELL LOADING FAIL,CELL LOADING FAIL,MT)No Display,USF02,1,,1
CONTACT FAIL,CONTACT FAIL,MT)No Display,USF02,1,,1
MCR FAIL,MCR FAIL,MCR Reading NG,USA49,1,,1
DFO(Dark),DFO(Dark),FT)S-Vertical Line,USO16,1,,1
Command Fail,Command Fail,UNDEFINED,USO56,1,,1
MCD No dark line,MCD No dark line,MCD No dark line,USS34,1,,1
FORCE TOUCH STRENGTH,FORCE TOUCH STRENGTH,FORCE TOUCH STRENGTH,UST138,1,,1
FORCE TOUCH STRENGTH ,FORCE TOUCH STRENGTH ,FORCE TOUCH STRENGTH ,UST138,1,,1
OPTION_CHECK2 NG,OPTION_CHECK2 NG,Cu GND NG,USF58,1,,1
OPTION_CHECK2_NG,OPTION_CHECK2_NG,Cu GND NG,USF58,1,,1
OPTION_CHECK2_TIME_OUT,OPTION_CHECK2_TIME_OUT,Cu GND NG,USF58,1,,1
FAB)HORIZONTAL STAIN AID,FAB)HORIZONTAL STAIN AID,FAB)HORIZONTAL STAIN AID,USU36,1,,1
ObliqueLine Panel Crack,ObliqueLine Panel Crack,ObliqueLine Panel Crack,USS39,1,,1
Donot Force Touch,Donot Force Touch,Donot Force Touch,USA75,1,,1
MTP ID NG,MTP ID NG,MTP ID NG,USF07,1,,1
UB Spot,UB Spot,UB Spot,USU24,1,,1
FAB)UB Spot,FAB)UB Spot,FAB)UB Spot,USU24,1,,1
TSP_START TIMEOUT,TSP_START TIMEOUT,TSP COM CMD NG,UST115,1,,1
EVT_VERSION_CHECK TIMEOUT,EVT_VERSION_CHECK TIMEOUT,IC Version NG,USO54,1,,1
TE_CHECK TIMEOUT,TE_CHECK TIMEOUT,MT)No Display,USF02,1,,1
ID_CHECK NG,ID_CHECK NG,MTP ID NG,USF07,1,,1
ID_CHECK TIMEOUT,ID_CHECK TIMEOUT,MTP ID NG,USF07,1,,1
OTP_REG_CHECK NG,OTP_REG_CHECK NG,MTP ID NG,USF07,1,,1
OTP_REG_CHECK TIMEOUT,OTP_REG_CHECK TIMEOUT,MTP ID NG,USF07,1,,1
POC_ERROR_CHECK NG,POC_ERROR_CHECK NG,POC No Data,USO55,1,,1
POC_ERROR_CHECK TIMEOUT,POC_ERROR_CHECK TIMEOUT,POC No Data,USO55,1,,1
COPR_ICT_START NG,COPR_ICT_START NG,COPR ICT,USC09,1,,1
COPR_ICT_START TIMEOUT,COPR_ICT_START TIMEOUT,COPR ICT,USC09,1,,1
DDI_BLOCK_TEST NG,DDI_BLOCK_TEST NG,IC BLOCK DEFECT,USO06,1,,1
DDI_BLOCK_TEST TIMEOUT,DDI_BLOCK_TEST TIMEOUT,IC BLOCK DEFECT,USO06,1,,1
Min MPCD NG,Min MPCD NG,Color Difference,USU32,1,,1
Max MPCD NG,Max MPCD NG,Color Difference,USU32,1,,1
Delta MPCD NG,Delta MPCD NG,Color Difference,USU32,1,,1
Long Range MPCD NG,Long Range MPCD NG,Color Difference,USU32,1,,1
Short Range MPCD NG,Short Range MPCD NG,Color Difference,USU32,1,,1
Narrow MPCD NG,Narrow MPCD NG,Color Difference,USU32,1,,1
CELL LOADING NG,CELL LOADING NG,FT)No Display,USF44,1,,1
CELL_LOADING,CELL_LOADING,FT)No Display,USF44,1,,1
CONTACT_CHECK_NG,CONTACT_CHECK_NG,FT)No Display,USF44,1,,1
CONTACT_NG,CONTACT_NG,FT)No Display,USF44,1,,1
FT)No Display,FT)No Display,FT)No Display,USF44,1,,1
NO DISPLAY,NO DISPLAY,FT)No Display,USF44,1,,1
EEPROM Write ERROR,EEPROM Write ERROR,Vision Error,USU34,1,,1
Non_Display_AFT_ELVSS,Non_Display_AFT_ELVSS,FT)No Display,USF44,1,,1
CELL_LOADING,CELL_LOADING,FT)No Display,USF44,1,,1
MCR_READING_FAIL_NG,MCR_READING_FAIL_NG,MCR Reading NG,USA49,1,,0
MCR_READING_FAIL_OK,MCR_READING_FAIL_OK,MCR Reading NG,USA49,1,,0
HBM_255G_IBAT_ERROR.,HBM_255G_IBAT_ERROR.,i_bat Current,USF15,1,,1
TSP_CURRENT,TSP_CURRENT,TSP CURRENT OVER,UST142,1,,1
TSP_CURRENT NG,TSP_CURRENT NG,TSP CURRENT OVER,UST142,1,,1
TSP_CURRENT_NG,TSP_CURRENT_NG,TSP CURRENT OVER,UST142,1,,1
MDS_Color Difference,MDS_Color Difference,MDS Color Difference,USU51,1,,1
MDS_MPCD_J,MDS_MPCD_J,MDS Color Difference,USU51,1,,1
MDS_MTP_LV_ERROR,MDS_MTP_LV_ERROR,MDS MTP LM,USF69,1,,1
MDS_MTP_X_COLOR_ERROR,MDS_MTP_X_COLOR_ERROR,MDS MTP LM,USF69,1,,1
MDS_MTP_Y_COLOR_ERROR,MDS_MTP_Y_COLOR_ERROR,MDS MTP LM,USF69,1,,1
MDS_MTP_IBAT_ERROR,MDS_MTP_IBAT_ERROR,MDS i_bat Current,USF70,1,,1
MDS_MTP_ELVSS_ERROR,MDS_MTP_ELVSS_ERROR,MDS i_bat Current,USF70,1,,1
MDS_VLIN_ERROR,MDS_VLIN_ERROR,MDS i_bat Current,USF70,1,,1
MDS_Abnormal Color,MDS_Abnormal Color,MDS Abnormal Display,USF71,1,,1
MDS_ABNORMAL DISPLAY,MDS_ABNORMAL DISPLAY,MDS Abnormal Display,USF71,1,,1
MDS_MCR FAIL,MDS_MCR FAIL,MDS MCR Reading NG,USF72,1,,1
MDS_MCR_READING_FAIL_NG,MDS_MCR_READING_FAIL_NG,MDS MCR Reading NG,USF72,1,,1
MDS_FT)No Display,MDS_FT)No Display,MDS No Display,USF73,1,,1
MDS_NO DISPLAY,MDS_NO DISPLAY,MDS No Display,USF73,1,,1
MDS_Non_Display_AFT_ELVSS,MDS_Non_Display_AFT_ELVSS,MDS No Display,USF73,1,,1
MDS_CELL_LOADING,MDS_CELL_LOADING,MDS No Display,USF73,1,,1
MDS_CELL LOADING NG,MDS_CELL LOADING NG,MDS No Display,USF73,1,,1
MDS_CONTACT_NG,MDS_CONTACT_NG,MDS No Display,USF73,1,,1
MDS_CONTACT_CHECK_NG,MDS_CONTACT_CHECK_NG,MDS No Display,USF73,1,,1
MDS_Cell Loading Result Time Over,MDS_Cell Loading Result Time Over,MDS No Display,USF73,1,,1
MDS_Manual Cell Loading Result Time Over,MDS_Manual Cell Loading Result Time Over,MDS No Display,USF73,1,,1
MDS_EEPROM Write ERROR,MDS_EEPROM Write ERROR,MDS Write Error,USF74,1,,1
MDS_POC_PROC_TIMEOUT,MDS_POC_PROC_TIMEOUT,MDS Vision Error,USF75,1,,1
MDS_Active Fail,MDS_Active Fail,MDS Vision Error,USF75,1,,1
MDS_CZONE_RESULT_TIME_OVER,MDS_CZONE_RESULT_TIME_OVER,MDS Vision Error,USF75,1,,1
MDS_DISPLAY DEFECT,MDS_DISPLAY DEFECT,MDS Vision Error,USF75,1,,1
TSP CM3 GAP,TSP CM3 GAP,TSP GAP(CM3),UST141,1,,1
TSP CM3 GAP ,TSP CM3 GAP,TSP GAP(CM3),UST141,1,,1
CORRELATION_NG,CORRELATION_NG,CR*(CORRELATION_NG),USF57,1,,1
TE_CHECK,TE_CHECK,ICT,USC08,1,,1
MDS_CZONE_TIME_OVER,MDS_CZONE_TIME_OVER,MDS Vision Error,USF75,1,,1
MDS_No Display,MDS_No Display,MDS No Display,USF73,1,,1
CELL_LOADING NG,CELL_LOADING NG,FT)No Display,USF44,1,,1
WHITE_CURRENT_CHECK NG,WHITE_CURRENT_CHECK NG,i_bat Current,USF15,1,,1
HLPM_CURRENT_CHECK NG,HLPM_CURRENT_CHECK NG,i_bat Current,USF15,1,,1
SLEEP_CURRENT_CHECK NG,SLEEP_CURRENT_CHECK NG,Sleep Mode Current,USF17,1,,1
ICT_TEST NG,ICT_TEST NG,ICT,USC08,1,,1
SLEEP_CURRENT_CHECK TIMEOUT,SLEEP_CURRENT_CHECK TIMEOUT,CURRENT TIME OUT,USF67,1,,1
WHITE_CURRENT_CHECK TIMEOUT,WHITE_CURRENT_CHECK TIMEOUT,CURRENT TIME OUT,USF67,1,,1
HLPM_CURRENT_CHECK TIMEOUT,HLPM_CURRENT_CHECK TIMEOUT,CURRENT TIME OUT,USF67,1,,1
ICT_TEST TIMEOUT,ICT_TEST TIMEOUT,ICT,USC08,1,,1
Vision Timeout,Vision Timeout,Vision Error,USU34,1,,1
FAB)Panel Dent,FAB)Panel Dent,PanelDent(FAB),USU37,1,,1
COMPENSATION_SI TIME_OUT,COMPENSATION_SI TIME_OUT,Vision Error,USU34,1,,1
TSP CM GAP,TSP CM GAP,TSP CM GAP,UST92,1,,1
MDS_VERIFY_TIMEOUT,MDS_VERIFY_TIMEOUT,MTP Time Over,USF08,1,,1
HLPM_255G_IBAT_ERROR.,HLPM_255G_IBAT_ERROR.,MTP Current,USF05,1,,1
VOLTAGE_ALRAM,VOLTAGE_ALRAM,MTP Time Over,USF08,1,,1
VECTOR_NO_FILE,VECTOR_NO_FILE,Vision Error,USU34,1,,1
S_MID_Br255_MTP_Err,S_MID_Br255_MTP_Err,MTP LM,USF03,1,,1
S_MID_Br203_MTP_Err,S_MID_Br203_MTP_Err,MTP LM,USF03,1,,1
